id,name,locality,timezone,is_mobile,is_monitor,instruments,sensors,bounds,distance,country.id,country.code,country.name,owner.id,owner.name,provider.id,provider.name,coordinates.latitude,coordinates.longitude,datetime_first.utc,datetime_first.local,datetime_last.utc,datetime_last.local
225091,Farsley PurpleAir PA-II Air Quality Sensor,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 5236884, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 5236885, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 5236883, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 1301993, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1301994, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 1301997, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1301996, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1301995, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1301998, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 5236886, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 5236889, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 5236887, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}]","[-1.675309, 53.808933, -1.675309, 53.808933]",8686.20302619,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.808933,-1.675309,2021-04-23T14:04:48+00:00,2021-04-23T15:04:48+01:00,2024-02-27T09:11:48+00:00,2024-02-27T09:11:48+00:00
230368,Beckfoot Heaton Primary School,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 5236585, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 5236584, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 1326517, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 5236586, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 5236583, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 5236587, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 1326519, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1326520, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 5236589, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 1326516, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1326521, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1326518, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}]","[-1.808156, 53.81699, -1.808156, 53.81699]",17471.37410603,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.81699,-1.808156,2021-07-28T12:30:51+00:00,2021-07-28T13:30:51+01:00,2024-02-27T09:11:57+00:00,2024-02-27T09:11:57+00:00
236417,Whetley Primary School,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1358914, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1358919, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1358918, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1358916, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1358917, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1358915, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}]","[-1.782866, 53.801388, -1.782866, 53.801388]",15655.2532493,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.801388,-1.782866,2021-09-22T13:24:45+00:00,2021-09-22T14:24:45+01:00,2023-04-03T05:59:37+00:00,2023-04-03T06:59:37+01:00
269034,Church Fenton Out,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1553807, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 5194089, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'display_name': 'T'}}, {'id': 1553804, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1553806, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 5194088, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 1553805, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 5194086, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 5194087, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 5194085, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 5194084, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 5194090, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 1553808, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1553809, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}]","[-1.217501, 53.826138, -1.217501, 53.826138]",21877.14758297,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.826138,-1.217501,2021-10-02T14:10:48+00:00,2021-10-02T15:10:48+01:00,2024-02-27T09:12:37+00:00,2024-02-27T09:12:37+00:00
273187,Wycliffe CE Primary,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1565930, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1565931, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 1565934, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1565932, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1565933, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1565935, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}]","[-1.785166, 53.836063, -1.785166, 53.836063]",16424.67562976,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.836063,-1.785166,2022-01-07T09:30:52+00:00,2022-01-07T09:30:52+00:00,2023-01-23T12:38:56+00:00,2023-01-23T12:38:56+00:00
278190,Fagley Primary,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 6808823, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 1583491, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 6808831, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 6808821, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 6808830, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 6808825, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 6808827, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 1583494, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1583490, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1583492, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1583495, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1583493, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}]","[-1.718163, 53.810047, -1.718163, 53.810047]",11493.78597837,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.810047,-1.718163,2022-01-28T00:00:38+00:00,2022-01-28T00:00:38+00:00,2023-12-07T15:43:56+00:00,2023-12-07T15:43:56+00:00
284496,Eccleshill off A6176Ji,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1617668, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 7231995, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 7231986, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 7231985, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 7231980, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 1617689, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 7232006, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 1617694, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 7231974, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 1617670, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1617673, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 1617667, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}]","[-1.727325, 53.815853, -1.727325, 53.815853]",12195.27254064,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.815853,-1.727325,2022-02-11T22:01:58+00:00,2022-02-11T22:01:58+00:00,2023-10-19T06:21:16+00:00,2023-10-19T07:21:16+01:00
287221,Copthorne Primary School,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1635368, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1635349, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1635371, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1635354, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 1635351, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1635342, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}]","[-1.772859, 53.786297, -1.772859, 53.786297]",15017.3562144,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.786297,-1.772859,2022-02-14T13:44:17+00:00,2022-02-14T13:44:17+00:00,2023-02-01T23:59:21+00:00,2023-02-01T23:59:21+00:00
288416,Home Farm Primary,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1642289, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1642313, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1642298, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1642314, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1642294, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1642311, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}]","[-1.809035, 53.765507, -1.809035, 53.765507]",17685.96665951,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.765507,-1.809035,2022-02-15T19:52:07+00:00,2022-02-15T19:52:07+00:00,2023-05-23T09:17:55+00:00,2023-05-23T10:17:55+01:00
298494,A&amp;E Bradford Royal Infirmary,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1698417, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1698425, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1698416, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 6349769, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 1698420, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1698412, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 6349776, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 6349771, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 6349768, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 6349767, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 6349766, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 1698419, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}]","[-1.794642, 53.805653, -1.794642, 53.805653]",16456.08899563,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.805653,-1.794642,2021-08-03T21:08:00+00:00,2021-08-03T22:08:00+01:00,2023-09-18T22:12:34+00:00,2023-09-18T23:12:34+01:00
299088,SEE(#2),,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1701922, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 1701923, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1701924, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1701926, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1701925, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1701927, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}]","[-1.555792, 53.805817, -1.555792, 53.805817]",1352.79621254,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.805817,-1.555792,2022-03-05T13:32:13+00:00,2022-03-05T13:32:13+00:00,2022-11-22T11:21:58+00:00,2022-11-22T11:21:58+00:00
299186,SL001 Sunnyview Terrace,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 5196763, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 1702342, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1702340, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1702338, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 5196757, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 1702341, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 5196761, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 5196759, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 5196760, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 1702337, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1702339, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 5196758, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 5196762, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'display_name': 'T'}}]","[-1.565842, 53.774956, -1.565842, 53.774956]",2631.50887645,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.774956,-1.565842,2022-03-07T18:43:08+00:00,2022-03-07T18:43:08+00:00,2024-02-27T09:12:57+00:00,2024-02-27T09:12:57+00:00
299249,SL002,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1702611, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1702613, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1702608, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1702612, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1702610, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}, {'id': 1702609, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}]","[-1.555835, 53.80583, -1.555835, 53.80583]",1355.46948865,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.80583,-1.555835,2022-03-09T14:29:46+00:00,2022-03-09T14:29:46+00:00,2022-03-22T13:52:37+00:00,2022-03-22T13:52:37+00:00
299932,SL021 Kippax Church Lane,,Europe/London,False,False,"[{'id': 3, 'name': 'PurpleAir Sensor'}]","[{'id': 1705601, 'name': 'pm10 µg/m³', 'parameter': {'id': 1, 'name': 'pm10', 'units': 'µg/m³', 'display_name': 'PM10'}}, {'id': 1705603, 'name': 'pm1 µg/m³', 'parameter': {'id': 19, 'name': 'pm1', 'units': 'µg/m³', 'display_name': 'PM1'}}, {'id': 1705605, 'name': 'pm25 µg/m³', 'parameter': {'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'display_name': 'PM2.5'}}, {'id': 1705606, 'name': 'um100 particles/cm³', 'parameter': {'id': 135, 'name': 'um100', 'units': 'particles/cm³', 'display_name': 'PM10 count'}}, {'id': 1705600, 'name': 'um025 particles/cm³', 'parameter': {'id': 130, 'name': 'um025', 'units': 'particles/cm³', 'display_name': 'PM2.5 count'}}, {'id': 5243421, 'name': 'temperature f', 'parameter': {'id': 128, 'name': 'temperature', 'units': 'f', 'display_name': 'Temperature (F)'}}, {'id': 5243377, 'name': 'um050 particles/cm³', 'parameter': {'id': 129, 'name': 'um050', 'units': 'particles/cm³', 'display_name': 'PM5.0 count'}}, {'id': 5243420, 'name': 'temperature c', 'parameter': {'id': 100, 'name': 'temperature', 'units': 'c', 'display_name': 'T'}}, {'id': 5243400, 'name': 'humidity %', 'parameter': {'id': 134, 'name': 'humidity', 'units': '%', 'display_name': 'H'}}, {'id': 5243281, 'name': 'um005 particles/cm³', 'parameter': {'id': 133, 'name': 'um005', 'units': 'particles/cm³', 'display_name': 'PM0.5'}}, {'id': 5243339, 'name': 'um003 particles/cm³', 'parameter': {'id': 125, 'name': 'um003', 'units': 'particles/cm³', 'display_name': 'PM0.3 count'}}, {'id': 5243464, 'name': 'pressure mb', 'parameter': {'id': 132, 'name': 'pressure', 'units': 'mb', 'display_name': 'Pressure'}}, {'id': 1705602, 'name': 'um010 particles/cm³', 'parameter': {'id': 126, 'name': 'um010', 'units': 'particles/cm³', 'display_name': 'PM1 count'}}]","[-1.370674, 53.76725, -1.370674, 53.76725]",11939.75212885,145,GB,United Kingdom,6,Unknown Community Organization,215,PurpleAir,53.76725,-1.370674,2022-03-22T16:18:33+00:00,2022-03-22T16:18:33+00:00,2024-02-27T09:12:33+00:00,2024-02-27T09:12:33+00:00
