datetime,pm1,pm25
2024-02-06 16:00:00+00:00,0.0,0.064
2024-02-06 17:00:00+00:00,0.0,0.042
2024-02-06 18:00:00+00:00,0.026,0.69
2024-02-06 19:00:00+00:00,0.052,1.1
2024-02-06 20:00:00+00:00,1.3,4.5
2024-02-06 21:00:00+00:00,0.19,2.3
2024-02-06 22:00:00+00:00,0.059,1.7
2024-02-06 23:00:00+00:00,0.0,0.0
2024-02-07 00:00:00+00:00,0.0,0.0
2024-02-07 01:00:00+00:00,0.0,0.0
2024-02-07 02:00:00+00:00,0.0,0.0
2024-02-07 03:00:00+00:00,0.0,0.0
2024-02-07 04:00:00+00:00,0.0,0.0
2024-02-07 05:00:00+00:00,0.0,0.0
2024-02-07 06:00:00+00:00,0.0,0.41
2024-02-07 07:00:00+00:00,0.017,1.3
2024-02-07 08:00:00+00:00,2.9,6.6
2024-02-07 09:00:00+00:00,5.5,10.0
2024-02-07 10:00:00+00:00,3.6,7.4
2024-02-07 11:00:00+00:00,0.69,3.0
2024-02-07 12:00:00+00:00,0.95,3.7
2024-02-07 13:00:00+00:00,1.1,2.8
2024-02-07 14:00:00+00:00,0.24,1.6
2024-02-07 15:00:00+00:00,0.022,0.46
2024-02-07 16:00:00+00:00,0.0083,1.6
2024-02-07 17:00:00+00:00,0.29,2.5
2024-02-07 18:00:00+00:00,3.5,7.7
2024-02-07 19:00:00+00:00,6.1,13.0
2024-02-07 20:00:00+00:00,13.0,22.0
2024-02-07 21:00:00+00:00,15.0,23.0
2024-02-07 22:00:00+00:00,4.8,9.4
2024-02-07 23:00:00+00:00,3.7,7.9
2024-02-08 00:00:00+00:00,5.7,12.0
2024-02-08 01:00:00+00:00,6.5,14.0
2024-02-08 02:00:00+00:00,6.1,13.0
2024-02-08 03:00:00+00:00,5.5,11.0
2024-02-08 04:00:00+00:00,6.3,14.0
2024-02-08 05:00:00+00:00,6.2,13.0
2024-02-08 06:00:00+00:00,5.7,11.0
2024-02-08 07:00:00+00:00,6.4,14.0
2024-02-08 08:00:00+00:00,8.0,17.0
2024-02-08 09:00:00+00:00,2.2,5.5
2024-02-08 10:00:00+00:00,0.16,1.1
2024-02-08 11:00:00+00:00,0.79,3.0
2024-02-08 12:00:00+00:00,0.89,2.5
2024-02-08 13:00:00+00:00,0.33,2.1
2024-02-08 14:00:00+00:00,0.0,0.99
2024-02-08 15:00:00+00:00,0.0,0.12
2024-02-08 16:00:00+00:00,0.024,0.55
2024-02-08 17:00:00+00:00,0.048,0.71
2024-02-08 18:00:00+00:00,0.0033,0.52
2024-02-08 19:00:00+00:00,0.0,0.01
2024-02-08 20:00:00+00:00,0.0,0.0
2024-02-08 21:00:00+00:00,0.0,0.0
2024-02-08 22:00:00+00:00,0.0,0.0
2024-02-08 23:00:00+00:00,0.0,0.0
2024-02-09 00:00:00+00:00,0.0,0.0
2024-02-09 01:00:00+00:00,0.0,0.0
2024-02-09 02:00:00+00:00,0.0,0.0
2024-02-09 03:00:00+00:00,0.0,0.0
2024-02-09 04:00:00+00:00,0.0,0.0
2024-02-09 05:00:00+00:00,0.0,0.0
2024-02-09 06:00:00+00:00,0.0,0.0
