datetime,pm1,pm25
2022-02-14 13:00:00+00:00,0.0,0.0
2022-02-14 14:00:00+00:00,0.0,0.0
2022-02-14 15:00:00+00:00,0.05,0.57
2022-02-14 16:00:00+00:00,0.76,1.8
2022-02-14 17:00:00+00:00,1.1,2.1
2022-02-14 18:00:00+00:00,0.98,2.6
2022-02-14 19:00:00+00:00,3.0,5.7
2022-02-14 20:00:00+00:00,0.21,1.5
2022-02-14 21:00:00+00:00,0.54,1.4
2022-02-14 22:00:00+00:00,0.0,0.017
2022-02-14 23:00:00+00:00,0.0,0.055
2022-02-15 00:00:00+00:00,0.0,0.055
2022-02-15 01:00:00+00:00,0.0,0.0
2022-02-15 02:00:00+00:00,0.0077,0.27
2022-02-15 03:00:00+00:00,0.88,2.5
2022-02-15 04:00:00+00:00,0.0,0.0
2022-02-15 05:00:00+00:00,0.0,0.0
2022-02-15 06:00:00+00:00,0.0,0.0
2022-02-15 07:00:00+00:00,0.0,0.0
2022-02-15 08:00:00+00:00,0.0,0.0
2022-02-15 09:00:00+00:00,0.0,0.15
2022-02-15 10:00:00+00:00,0.0,0.1
2022-02-15 11:00:00+00:00,0.0,0.38
2022-02-15 12:00:00+00:00,0.0071,0.4
2022-02-15 13:00:00+00:00,0.0,0.08
2022-02-15 14:00:00+00:00,0.0,0.18
2022-02-15 15:00:00+00:00,0.66,2.3
2022-02-15 16:00:00+00:00,0.28,2.2
2022-02-15 17:00:00+00:00,0.36,2.3
2022-02-15 18:00:00+00:00,0.027,1.2
2022-02-15 19:00:00+00:00,0.58,3.7
2022-02-15 20:00:00+00:00,0.84,4.2
2022-02-15 21:00:00+00:00,0.13,2.7
2022-02-15 22:00:00+00:00,0.66,3.8
2022-02-15 23:00:00+00:00,0.048,1.8
2022-02-16 00:00:00+00:00,0.0,0.69
2022-02-16 01:00:00+00:00,0.0,0.0
2022-02-16 02:00:00+00:00,0.0,0.0
2022-02-16 03:00:00+00:00,0.0,0.0
2022-02-16 04:00:00+00:00,0.0,0.0
2022-02-16 05:00:00+00:00,0.0,0.017
2022-02-16 06:00:00+00:00,0.0,0.51
2022-02-16 07:00:00+00:00,0.0056,1.9
2022-02-16 08:00:00+00:00,0.067,2.9
2022-02-16 09:00:00+00:00,0.22,4.0
2022-02-16 10:00:00+00:00,0.49,4.9
2022-02-16 11:00:00+00:00,1.1,5.6
2022-02-16 12:00:00+00:00,0.6,4.3
2022-02-16 13:00:00+00:00,0.02,1.2
2022-02-16 14:00:00+00:00,0.0,0.0
2022-02-16 15:00:00+00:00,0.0,0.0037
2022-02-16 16:00:00+00:00,0.0,0.24
2022-02-16 17:00:00+00:00,0.0,0.41
2022-02-16 18:00:00+00:00,0.043,1.7
2022-02-16 19:00:00+00:00,0.028,1.2
2022-02-16 20:00:00+00:00,0.0,0.0071
2022-02-16 21:00:00+00:00,0.0,0.12
2022-02-16 22:00:00+00:00,0.0,0.013
2022-02-16 23:00:00+00:00,0.0,0.01
2022-02-17 00:00:00+00:00,0.0,0.017
2022-02-17 01:00:00+00:00,0.0,0.0
2022-02-17 02:00:00+00:00,0.0,0.0
2022-02-17 03:00:00+00:00,0.0,0.0
2022-02-17 04:00:00+00:00,0.0,0.0
2022-02-17 05:00:00+00:00,0.0,0.0
2022-02-17 06:00:00+00:00,0.0,0.0
2022-02-17 07:00:00+00:00,0.0,0.0
2022-02-17 08:00:00+00:00,0.0,0.0
2022-02-17 09:00:00+00:00,0.0,0.0
2022-02-17 10:00:00+00:00,0.0,0.0
2022-02-17 11:00:00+00:00,0.0,0.0
2022-02-17 12:00:00+00:00,0.0,0.0
2022-02-17 15:00:00+00:00,0.1,2.1
2022-02-17 16:00:00+00:00,0.0,1.0
2022-02-17 20:00:00+00:00,0.46,1.9
2022-02-17 21:00:00+00:00,1.5,4.0
