datetime,pm1,pm25
2023-03-19 00:00:00+00:00,0.0,0.0
2023-03-19 01:00:00+00:00,0.0,0.0
2023-03-19 02:00:00+00:00,0.0,0.0
2023-03-19 03:00:00+00:00,0.0,0.0
2023-03-19 04:00:00+00:00,0.0,0.0
2023-03-19 05:00:00+00:00,0.0,0.0
2023-03-19 06:00:00+00:00,0.0,0.0
2023-03-19 07:00:00+00:00,0.0,0.0
2023-03-19 08:00:00+00:00,0.0,0.0
2023-03-19 09:00:00+00:00,0.0,0.0
2023-03-19 10:00:00+00:00,0.0,0.0
2023-03-19 11:00:00+00:00,0.0,0.0
2023-03-19 12:00:00+00:00,0.0,0.0
2023-03-19 13:00:00+00:00,0.0,0.0067
2023-03-19 14:00:00+00:00,2.1,4.1
2023-03-19 15:00:00+00:00,0.052,0.27
2023-03-19 16:00:00+00:00,0.032,0.15
2023-03-19 17:00:00+00:00,0.0,0.011
2023-03-19 18:00:00+00:00,0.0,0.016
2023-03-19 19:00:00+00:00,0.13,1.0
2023-03-19 20:00:00+00:00,0.3,1.9
2023-03-19 21:00:00+00:00,0.93,3.8
2023-03-19 22:00:00+00:00,2.2,5.3
2023-03-19 23:00:00+00:00,1.2,4.1
2023-03-20 00:00:00+00:00,1.3,4.3
2023-03-20 01:00:00+00:00,0.035,1.9
2023-03-20 02:00:00+00:00,0.13,2.4
2023-03-20 03:00:00+00:00,0.28,2.3
2023-03-20 04:00:00+00:00,0.0,0.46
2023-03-20 05:00:00+00:00,0.0,0.0
2023-03-20 06:00:00+00:00,0.0,0.0
2023-03-20 07:00:00+00:00,0.0,0.0
2023-03-20 08:00:00+00:00,0.14,0.2
2023-03-20 09:00:00+00:00,0.1,1.7
2023-03-20 10:00:00+00:00,0.0,0.29
2023-03-20 11:00:00+00:00,0.0,0.0
2023-03-20 12:00:00+00:00,0.0,0.13
2023-03-20 13:00:00+00:00,0.33,2.1
2023-03-20 14:00:00+00:00,2.0,5.1
2023-03-20 15:00:00+00:00,3.8,7.2
2023-03-20 16:00:00+00:00,4.2,8.4
2023-03-20 17:00:00+00:00,0.017,0.48
2023-03-21 00:00:00+00:00,0.93,3.3
2023-03-21 01:00:00+00:00,0.0,0.26
2023-03-21 02:00:00+00:00,0.0,0.43
2023-03-21 03:00:00+00:00,0.0,0.53
2023-03-21 04:00:00+00:00,0.0,0.05
2023-03-21 05:00:00+00:00,0.0,0.0
2023-03-21 06:00:00+00:00,0.0,0.0
2023-03-21 07:00:00+00:00,0.0,0.0
